Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
3490000,1.2591145,4.720727,999.0,47.2344474196434,47.2344474196434,1.0
3500000,1.2591516,4.691942,999.0,47.9905059337616,47.9905059337616,1.0
3510000,1.2591763,4.7224975,999.0,45.35117167234421,45.35117167234421,1.0
3520000,1.2590055,4.6586943,999.0,45.48280856439045,45.48280856439045,1.0
3530000,1.2588695,4.752591,999.0,47.6889173746109,47.6889173746109,1.0
3540000,1.2585201,4.723406,999.0,49.484358444809914,49.484358444809914,1.0
3550000,1.2580965,4.700224,999.0,48.007889688014984,48.007889688014984,1.0
3560000,1.257931,4.756826,999.0,49.07374916332109,49.07374916332109,1.0
3570000,1.2576411,4.731509,999.0,50.763772106170656,50.763772106170656,1.0
3580000,1.2575705,4.8209424,999.0,47.64790952205658,47.64790952205658,1.0
3590000,1.2573845,4.7724648,999.0,50.46552339196205,50.46552339196205,1.0
3600000,1.2573874,4.784536,999.0,47.42411266693047,47.42411266693047,1.0
3610000,1.2574004,4.816579,999.0,46.445875346660614,46.445875346660614,1.0
3620000,1.2573887,4.7594953,999.0,43.66297101974487,43.66297101974487,1.0
3630000,1.2571772,4.80174,999.0,49.09013149142265,49.09013149142265,1.0
3640000,1.2571774,4.7300997,999.0,45.065946148974554,45.065946148974554,1.0
3650000,1.2571245,4.780008,999.0,48.62277388572693,48.62277388572693,1.0
3660000,1.2571251,4.7797437,999.0,46.03597438335419,46.03597438335419,1.0
3670000,1.2569981,4.8030157,999.0,47.543189734220505,47.543189734220505,1.0
3680000,1.2569768,4.7987976,999.0,47.11528628213065,47.11528628213065,1.0
3690000,1.256952,4.818675,999.0,50.198244363069534,50.198244363069534,1.0
3700000,1.2569448,4.814367,999.0,46.85254988074303,46.85254988074303,1.0
3710000,1.2567465,4.768682,999.0,48.37586209177971,48.37586209177971,1.0
3720000,1.2566415,4.856434,999.0,49.45851869242532,49.45851869242532,1.0
3730000,1.2561417,4.877907,999.0,52.86014358997345,52.86014358997345,1.0
3740000,1.2557418,4.8206553,999.0,47.458068534731865,47.458068534731865,1.0
3750000,1.2554973,4.814377,999.0,46.60124610364437,46.60124610364437,1.0
3760000,1.2552298,4.8155665,999.0,48.0054166657584,48.0054166657584,1.0
3770000,1.2551111,4.833625,999.0,48.94549479484558,48.94549479484558,1.0
3780000,1.2548887,4.8083854,999.0,44.72399918362498,44.72399918362498,1.0
3790000,1.2547089,4.928202,999.0,51.94255115091801,51.94255115091801,1.0
3800000,1.2542135,4.8990874,999.0,51.222425835473196,51.222425835473196,1.0
3810000,1.2541963,4.842828,999.0,46.555443073809144,46.555443073809144,1.0
3820000,1.2541353,4.842224,999.0,46.92623224854469,46.92623224854469,1.0
3830000,1.2541208,4.852644,999.0,48.34019020199776,48.34019020199776,1.0
3840000,1.2538949,4.8854265,999.0,49.043382031576975,49.043382031576975,1.0
3850000,1.2538949,4.888639,999.0,48.98283190727234,48.98283190727234,1.0
3860000,1.2535391,4.946521,999.0,52.24275305867195,52.24275305867195,1.0
3870000,1.2535274,4.9193044,999.0,48.13979157805443,48.13979157805443,1.0
3880000,1.2536633,4.8936357,999.0,46.84686074938093,46.84686074938093,1.0
3890000,1.2536875,4.87562,999.0,47.80173879861832,47.80173879861832,1.0
3900000,1.2534101,4.8818884,999.0,45.0865770354867,45.0865770354867,1.0
3910000,1.2533176,4.955597,999.0,48.616141617298126,48.616141617298126,1.0
3920000,1.253085,4.888224,999.0,51.45014053583145,51.45014053583145,1.0
3930000,1.2529716,4.902752,999.0,50.02020937204361,50.02020937204361,1.0
3940000,1.2526829,4.906722,999.0,50.206311855465174,50.206311855465174,1.0
3950000,1.2524592,4.9167495,999.0,49.205440387129784,49.205440387129784,1.0
3960000,1.2522086,4.9372125,999.0,49.14064171484539,49.14064171484539,1.0
3970000,1.2519189,4.9410095,999.0,50.844750702381134,50.844750702381134,1.0
3980000,1.2517273,4.9259553,999.0,49.25339575111866,49.25339575111866,1.0
3990000,1.251403,4.986308,999.0,50.652345299720764,50.652345299720764,1.0
4000000,1.2512877,4.995904,999.0,49.97174587632929,49.97174587632929,1.0
4010000,1.2509555,4.9907494,999.0,47.35235032886267,47.35235032886267,1.0
4020000,1.2508726,5.044821,999.0,53.53535618633032,53.53535618633032,1.0
4030000,1.2504827,4.991126,999.0,49.66895058751106,49.66895058751106,1.0
4040000,1.2504619,5.0349107,999.0,49.5672008395195,49.5672008395195,1.0
4050000,1.2500342,4.9917746,999.0,50.09856572151184,50.09856572151184,1.0
4060000,1.2500342,5.023102,999.0,40.71548025775701,40.71548025775701,1.0
4070000,1.2499208,5.0006933,999.0,51.89901776611805,51.89901776611805,1.0
4080000,1.2499182,5.0192127,999.0,52.05287762199129,52.05287762199129,1.0
4090000,1.2498422,5.057809,999.0,50.44525730609894,50.44525730609894,1.0
4100000,1.2498296,4.9965925,999.0,46.97165897488594,46.97165897488594,1.0
4110000,1.249794,5.0603995,999.0,53.06336796283722,53.06336796283722,1.0
4120000,1.2497823,4.942985,999.0,47.08638225708689,47.08638225708689,1.0
4130000,1.2496983,5.0582085,999.0,48.438582020998,48.438582020998,1.0
4140000,1.2496554,5.034882,999.0,49.218724742531776,49.218724742531776,1.0
4150000,1.2496514,5.008764,999.0,49.85517378896475,49.85517378896475,1.0
4160000,1.2496498,5.0112405,999.0,47.15150266034262,47.15150266034262,1.0
4170000,1.2496431,4.938466,999.0,47.53308413028717,47.53308413028717,1.0
4180000,1.2496336,4.9836607,999.0,50.49614626169205,50.49614626169205,1.0
4190000,1.2495686,4.9966416,999.0,47.52254457771778,47.52254457771778,1.0
4200000,1.2494582,4.9864783,999.0,50.803268330437795,50.803268330437795,1.0
4210000,1.2493994,4.969495,999.0,45.40106056034565,45.40106056034565,1.0
4220000,1.2492275,5.0200915,999.0,50.884723633527756,50.884723633527756,1.0
4230000,1.2492098,4.958737,999.0,47.24303004145622,47.24303004145622,1.0
4240000,1.2491227,4.999764,999.0,46.94002430353846,46.94002430353846,1.0
4250000,1.2491088,4.9279675,999.0,43.03651049137115,43.03651049137115,1.0
4260000,1.2489096,4.9842744,999.0,50.79230674356222,50.79230674356222,1.0
4270000,1.2489096,4.9554973,999.0,48.83238532207906,48.83238532207906,1.0
4280000,1.2489152,4.9652934,999.0,51.7916137107781,51.7916137107781,1.0
4290000,1.2489175,4.9620004,999.0,49.93671343326569,49.93671343326569,1.0
4300000,1.248969,4.9579377,999.0,47.754152961075306,47.754152961075306,1.0
4310000,1.2489768,4.9808125,999.0,48.437361374497414,48.437361374497414,1.0
4320000,1.2489918,5.022269,999.0,50.83624003082514,50.83624003082514,1.0
4330000,1.248995,4.9940085,999.0,49.47610414028168,49.47610414028168,1.0
4340000,1.2488452,4.99198,999.0,46.09606043249369,46.09606043249369,1.0
4350000,1.2487658,4.9809985,999.0,52.23623180389404,52.23623180389404,1.0
4360000,1.2486427,5.067839,999.0,49.39338472059795,49.39338472059795,1.0
4370000,1.2485521,5.0526342,999.0,49.98325433731079,49.98325433731079,1.0
4380000,1.2484577,5.0388026,999.0,53.610590159893036,53.610590159893036,1.0
4390000,1.2483412,5.073497,999.0,50.91212549805641,50.91212549805641,1.0
4400000,1.2482685,4.9915223,999.0,50.06824281705277,50.06824281705277,1.0
4410000,1.2481402,5.0124927,999.0,48.950392317771914,48.950392317771914,1.0
4420000,1.2480725,5.059264,999.0,51.11997526884079,51.11997526884079,1.0
4430000,1.2478873,5.0329885,999.0,47.81760059297085,47.81760059297085,1.0
4440000,1.2478375,5.00041,999.0,48.74195661289351,48.74195661289351,1.0
4450000,1.2475618,5.0116515,999.0,46.265739265084264,46.265739265084264,1.0
4460000,1.247541,5.0159655,999.0,51.23702073097229,51.23702073097229,1.0
4470000,1.2472419,5.0196443,999.0,52.34007832407951,52.34007832407951,1.0
4480000,1.2472419,5.032228,999.0,49.63395508698055,49.63395508698055,1.0
4490000,1.2470242,5.0006084,999.0,48.2338667050004,48.2338667050004,1.0
4500000,1.2470158,5.013107,999.0,51.4514766857028,51.4514766857028,1.0
4510000,1.2469912,4.999889,999.0,48.58149939775467,48.58149939775467,1.0
4520000,1.2469884,5.05909,999.0,49.50828965008259,49.50828965008259,1.0
4530000,1.2469934,4.9854116,999.0,46.6945410400629,46.6945410400629,1.0
4540000,1.2469943,5.0029187,999.0,49.166902448982,49.166902448982,1.0
4550000,1.2470706,5.049525,999.0,51.96671348810196,51.96671348810196,1.0
4560000,1.247111,4.976816,999.0,50.443638890981674,50.443638890981674,1.0
4570000,1.2470437,5.0261545,999.0,52.848688352108,52.848688352108,1.0
4580000,1.246989,5.0257635,999.0,49.73243972659111,49.73243972659111,1.0
4590000,1.2469276,5.053094,999.0,55.12205758690834,55.12205758690834,1.0
4600000,1.2468607,5.0614414,999.0,51.975134930440355,51.975134930440355,1.0
4610000,1.2468388,4.990829,999.0,47.94122086763382,47.94122086763382,1.0
4620000,1.2467995,5.0609713,999.0,48.803179144859314,48.803179144859314,1.0
4630000,1.2467859,5.029973,999.0,49.06344625353813,49.06344625353813,1.0
4640000,1.2467482,5.0580263,999.0,52.6375259246145,52.6375259246145,1.0
4650000,1.2467271,5.0702915,999.0,51.92737357616424,51.92737357616424,1.0
4660000,1.2466165,5.0553308,999.0,49.5525888055563,49.5525888055563,1.0
4670000,1.2466033,5.0335894,999.0,50.33335065841675,50.33335065841675,1.0
4680000,1.2464255,5.0882635,999.0,50.372351561273845,50.372351561273845,1.0
4690000,1.2464255,5.0674005,999.0,47.21247968673706,47.21247968673706,1.0
4700000,1.2463404,5.0591474,999.0,52.91889923810959,52.91889923810959,1.0
4710000,1.246338,5.046399,999.0,46.68243442475796,46.68243442475796,1.0
4720000,1.2463049,5.066759,999.0,51.78089089053018,51.78089089053018,1.0
4730000,1.2462995,5.0583596,999.0,50.85305479168892,50.85305479168892,1.0
4740000,1.2462367,5.0329185,999.0,46.8681266605854,46.8681266605854,1.0
4750000,1.246217,5.068148,999.0,49.18778946995735,49.18778946995735,1.0
4760000,1.2461661,5.068927,999.0,53.94810892854418,53.94810892854418,1.0
4770000,1.2461413,5.021961,999.0,48.11466073989868,48.11466073989868,1.0
4780000,1.2461039,5.068362,999.0,51.62163628637791,51.62163628637791,1.0
4790000,1.2460744,5.0767837,999.0,48.862372905015945,48.862372905015945,1.0
4800000,1.2460196,5.062262,999.0,51.40955407651408,51.40955407651408,1.0
4810000,1.2459563,5.0478916,999.0,47.35055339336395,47.35055339336395,1.0
4820000,1.2459223,5.0097265,999.0,45.10004651546478,45.10004651546478,1.0
4830000,1.2458661,5.0766478,999.0,52.67443463206291,52.67443463206291,1.0
4840000,1.2458453,5.0237365,999.0,51.7724894966398,51.7724894966398,1.0
4850000,1.2457849,5.089541,999.0,52.27020221054554,52.27020221054554,1.0
4860000,1.2457778,5.0468087,999.0,48.814192451536655,48.814192451536655,1.0
4870000,1.2457435,5.0917916,999.0,47.507998406887054,47.507998406887054,1.0
4880000,1.245743,5.0579877,999.0,50.53022859777723,50.53022859777723,1.0
4890000,1.2457335,5.0350313,999.0,48.01188625693321,48.01188625693321,1.0
4900000,1.2457335,5.04989,999.0,49.780511900782585,49.780511900782585,1.0
4910000,1.2456874,5.015176,999.0,47.03163344413042,47.03163344413042,1.0
4920000,1.2456857,5.043417,999.0,51.50293014730726,51.50293014730726,1.0
4930000,1.2456596,5.072477,999.0,47.60465271398425,47.60465271398425,1.0
4940000,1.2456557,5.0319705,999.0,48.71224005892873,48.71224005892873,1.0
4950000,1.2456495,4.975906,999.0,47.85283426940441,47.85283426940441,1.0
4960000,1.2456477,5.030114,999.0,51.40547369207655,51.40547369207655,1.0
4970000,1.2456467,5.0598736,999.0,51.287476575374605,51.287476575374605,1.0
4980000,1.2456462,5.0639687,999.0,47.83402869105339,47.83402869105339,1.0
4990000,1.2456455,5.017907,999.0,49.22528052330017,49.22528052330017,1.0
5000000,1.2456449,5.051832,999.0,48.500303397221224,48.500303397221224,1.0
